Dialogue Act,Emitter,Text
Other,ljaybrad123,back in 2 mins tops!
Offer,tomas.kostan,anyone want clay?
Accept,william,yes yes yes
Accept,tomas.kostan,yes
Counteroffer,william,what do you want? what do you want?
Counteroffer,ljaybrad123,i have ore for you
Counteroffer,william,ore and sheep? ore and sheep?
Refusal,tomas.kostan,no
Counteroffer,ljaybrad123,ore and wood?
Offer,ljaybrad123,i have 2 clay
Accept,tomas.kostan,ore and wood would be great
Accept,ljaybrad123,ok
Offer,tomas.kostan,1 clay?
Counteroffer,ljaybrad123,2 clay? :)
Refusal,ljaybrad123,that leave me not enough to build with :(
Other,tomas.kostan,hmmm
Counteroffer,ljaybrad123,ok one will do ok one will do
Accept,tomas.kostan,thank you :)
Other,gotwood4sheep,np :)
Other,gotwood4sheep,nooooooo 5!
Other,ljaybrad123,nooooooooo
Other,gotwood4sheep,the evil robber strikes again
Other,gotwood4sheep,nooooooo!
Offer,gotwood4sheep,anyone got ore?
Offer,gotwood4sheep,can offer sheep or wheat
Other,tomas.kostan,"would have had ore, but..."
Refusal,ljaybrad123,nope
Other,ljaybrad123,ah robber...
Refusal,gotwood4sheep,nope
Offer,william,william?
Refusal,gotwood4sheep,"oh, sorry no. too low right now"
Other,gotwood4sheep,kk np
Other,gotwood4sheep,noooo!
Other,william,greedy :D
Other,gotwood4sheep,:D
Other,ljaybrad123,spend it wisely then
Other,ljaybrad123,:)
Other,william,13! :o
Other,ljaybrad123,it won't let me trade 4 wheat with the bank!
Other,william,you just did....
Other,william,"oh. never mind, now it did"
Other,gotwood4sheep,^^
Other,gotwood4sheep,lol no worries
Other,william,now you're on 3sy street
Other,gotwood4sheep,yay
Other,ljaybrad123,5 nooooooooooo!
Offer,william,anyone have clay?
Refusal,tomas.kostan,nope
Refusal,gotwood4sheep,nope
Refusal,gotwood4sheep,no sorry
Other,ljaybrad123,"work those looks, tomas"
Other,william,got... thats an interesting one :p
Offer,ljaybrad123,can i have someone's ore?
Refusal,gotwood4sheep,nope
Refusal,gotwood4sheep,no ore here sorry
Other,gotwood4sheep,hey where is everyone from?
Other,william,I'm UK
Other,tomas.kostan,Germany
Refusal,ljaybrad123,sry no ore in here either sry no ore in here either
Other,tomas.kostan,uk :)
Other,ljaybrad123,slovakia :)
Other,ljaybrad123,from the oh so beautiful lancashire :p
Other,gotwood4sheep,live in the burgh
Other,william,"I'm from Somerset, near Cheddar (where teh cheese is from)"
Other,ljaybrad123,I am from Frankfurt
Other,gotwood4sheep,i mis somerset!
Offer,william,anyone got ore for sheep/wheat?
Refusal,tomas.kostan,no
Refusal,gotwood4sheep,nope
Other,william,"your roll, laura!"
Other,gotwood4sheep,maybe she's disconnected...
Other,gotwood4sheep,"darn, i have to leave very soon... ..."
Other,william,like 12 mins tops!
Other,tomas.kostan,hmm. lj is about to win anyway.
Other,gotwood4sheep,i am not so sure..
Other,gotwood4sheep,let's give her a couple of mins
Other,gotwood4sheep,to try and reconnect
Other,gotwood4sheep,but I need to be at the cameo by 9.20
Other,gotwood4sheep,and that means leaving in about 10mins :/
Other,tomas.kostan,darn competitions!
Other,gotwood4sheep,i don't think this will end by then
Other,william,"getting lucky in the wrong game at the wrong time, i am"
Other,gotwood4sheep,"well. if lj can't fix her current problem, we can't finish this game anways"
Other,tomas.kostan,we may have to call it a practice run we may have to call it a practice run
Other,gotwood4sheep,then we will have to replay the game? then we will have to replay the game?
Other,william,do it in earnest next week
Other,ljaybrad123,sure
Other,gotwood4sheep,sorry
Other,gotwood4sheep,she's back!
Other,ljaybrad123,no worries
Other,gotwood4sheep,interet died
Other,ljaybrad123,"we were talking with out you, do you lose the chat log?"
Other,gotwood4sheep,yeah
Other,gotwood4sheep,we were negotiating a truce as I need to leave quite soon :/
Other,william,"I can offer about 10mins more, we'll see where we're at"
Other,ljaybrad123,"yup, just hurry everyone..."
Offer,ljaybrad123,anyone have wheat or clay for sheep?
Other,tomas.kostan,ill try
Refusal,william,no
Refusal,gotwood4sheep,no
Refusal,gotwood4sheep,afraid not :(
Counteroffer,gotwood4sheep,i could do wheat for 1 sheep 1 clay
Counteroffer,william,but not for 1 sheep
Offer,gotwood4sheep,i need clay or ore. i have lots of wood
Refusal,gotwood4sheep,apologies :(
Refusal,ljaybrad123,no help here
Refusal,gotwood4sheep,i have neither sorry
Offer,ljaybrad123,anyone want to trade their ore for my wood?
Refusal,tomas.kostan,nope
Refusal,william,no
Refusal,gotwood4sheep,cant
Other,ljaybrad123,"it may prove a prudent trade, lj..."
Refusal,gotwood4sheep,nope
Other,ljaybrad123,apologies...
Other,william,:(
Other,tomas.kostan,cheeky
Other,gotwood4sheep,argh
Other,gotwood4sheep,50/50 short
Other,ljaybrad123,shot*
Other,tomas.kostan,fastest clicking ever
Offer,gotwood4sheep,any sheep for sale?
Refusal,ljaybrad123,"i am out, sorry"
Refusal,william,nope
Accept,tomas.kostan,i have a sheep to give
Offer,william,i can give you clay or wood i can give you clay or wood
Accept,tomas.kostan,clay please
Accept,gotwood4sheep,ok
Other,gotwood4sheep,got the wrong guy!
Other,tomas.kostan,william is white
Other,gotwood4sheep,sry
Offer,ljaybrad123,anyone got sheep for 1 wood?
Refusal,william,nope
Refusal,tomas.kostan,not anymore
Refusal,gotwood4sheep,no sry
Other,ljaybrad123,kk no worries kk no worries kk no worries
Offer,gotwood4sheep,anyone have clay?
Refusal,william,none sorry
Refusal,tomas.kostan,no
Accept,ljaybrad123,yes
Offer,tomas.kostan,tomas ore for clay? tomas ore for clay?
Other,gotwood4sheep,but mine is very expensive :)
Other,tomas.kostan,lol
Counteroffer,gotwood4sheep,gimme more gimme more
Other,ljaybrad123,clay made of gold
Counteroffer,tomas.kostan,2 ore?
Counteroffer,ljaybrad123,ore and wheat
Refusal,tomas.kostan,i have none
Counteroffer,gotwood4sheep,ok then 2 ore ok then 2 ore ok then 2 ore
Other,ljaybrad123,you slave driver :D
Other,tomas.kostan,i know right...
Offer,gotwood4sheep,looking for some sheep and wheat
Counteroffer,tomas.kostan,will for clay
Accept,william,deal
Counteroffer,gotwood4sheep,i will give you a shepp for ore
Other,gotwood4sheep,at what rates?
Counteroffer,tomas.kostan,2 clay for 1 sheep 1 wheat?
Counteroffer,gotwood4sheep,i give you clay you give me sheep and wheat
Other,tomas.kostan,pricey clay
Counteroffer,gotwood4sheep,i can offer just one
Other,gotwood4sheep,ah go on ah go on
Other,ljaybrad123,interest on that delayed sheep trade
Offer,gotwood4sheep,anyone give me an ore for a clay?
Refusal,william,no clay sorry
Refusal,tomas.kostan,sry
Refusal,ljaybrad123,no
Offer,gotwood4sheep,or a sheep for something? or a sheep for something? or a sheep for something? or a sheep for something?
Refusal,tomas.kostan,apologies
Refusal,william,sry no
Counteroffer,ljaybrad123,you want a sheep?
Offer,william,yes
Counteroffer,ljaybrad123,if you give me ore
Accept,william,awesome
Accept,gotwood4sheep,ok ok
Other,william,noooo 5!
Offer,gotwood4sheep,i am giving wood for ore
"Refusal, Other",william,have no ore because a robber keeps pinching it :D
Other,tomas.kostan,^^
Refusal,ljaybrad123,sry no ore
Refusal,gotwood4sheep,stupid robber means no ore
Offer,william,anyone got clay for wood or wheat?
Refusal,ljaybrad123,no
Refusal,tomas.kostan,nope
Refusal,gotwood4sheep,nope
Other,gotwood4sheep,no problem no problem no problem
Other,gotwood4sheep,let's roll some 5s now!
Other,ljaybrad123,lol 4 nooo!
Other,gotwood4sheep,or not :p
Other,ljaybrad123,how prescient
Offer,gotwood4sheep,anyone got ore?
Other,gotwood4sheep,great move of the robber!
Other,gotwood4sheep,psychic :D
Refusal,william,no ore sorry
Refusal,tomas.kostan,can't part from mine...
Refusal,ljaybrad123,no ore in here either no ore in here either
Offer,william,anyone got shee?p
Refusal,gotwood4sheep,nope
Refusal,tomas.kostan,nope sorry
Refusal,ljaybrad123,no
Offer,william,anyone got wood?
Counteroffer,gotwood4sheep,"yes, for clay"
Counteroffer,gotwood4sheep,for what
Counteroffer,ljaybrad123,i have a single wood
Offer,william,for wheat
Refusal,gotwood4sheep,nah
Counteroffer,ljaybrad123,2 wheat?
Accept,gotwood4sheep,2 wheat
Other,gotwood4sheep,ah hmm
"Refusal, Other",william,"sorry, just counted your road, I'll pass I'll pass"
Counteroffer,ljaybrad123,i will give you a wood for 2 wheat then
Accept,gotwood4sheep,awesome :P
Other,gotwood4sheep,lol i just got out traded :D
Other,ljaybrad123,oh snap.  good work :D
Other,gotwood4sheep,:) I may have fibbed a little...
Other,gotwood4sheep,haha
Other,gotwood4sheep,*ADDTIME*
Other,ljaybrad123,let's be on the safe side
Other,gotwood4sheep,thats scary
Other,ljaybrad123,I'm already gonna miss the movie start :D
Other,william,:(
Other,gotwood4sheep,which movie?
Other,gotwood4sheep,The Life Aquatic
Other,gotwood4sheep,won 2 tix for it
Other,gotwood4sheep,seen it before tho D:
Other,gotwood4sheep,ouch
Other,gotwood4sheep,nice steal
Offer,tomas.kostan,trade it back for a wheat?
Offer,gotwood4sheep,need sheep
Refusal,william,"sorry, can't help there"
Accept,william,i have sheep
Counteroffer,tomas.kostan,i need ore or clay.
Offer,william,for wood? for wood?
Refusal,tomas.kostan,hmm. no
Offer,william,ok clay will work too ok clay will work too
Counteroffer,ljaybrad123,1 for 1?
Counteroffer,gotwood4sheep,ill do sheep for wood
Other,tomas.kostan,think tomas got that
Counteroffer,ljaybrad123,will you give me sheep for wood?
Refusal,ljaybrad123,no actually
Other,tomas.kostan,sorry
Offer,gotwood4sheep,any wheat to spare?
Accept,ljaybrad123,yup
Refusal,gotwood4sheep,nope
Counteroffer,william,whatcha got
Accept,tomas.kostan,loads
Offer,gotwood4sheep,wood :)
Counteroffer,gotwood4sheep,1 for 1?
Counteroffer,tomas.kostan,or 2 for 2?
Counteroffer,gotwood4sheep,2 for 2?
Accept,tomas.kostan,deal
Accept,gotwood4sheep,ok :)
Other,gotwood4sheep,I'm not william
Other,tomas.kostan,but he may fancy that action :D
Other,gotwood4sheep,omg..
Other,william,what a gent
Other,tomas.kostan,"first a cad, now a gent ;D"
Other,gotwood4sheep,i always get that wrong...
Other,ljaybrad123,lol not much between them!
Other,gotwood4sheep,lj and all the guys :p lj and all the guys :p lj and all the guys :p
Offer,ljaybrad123,anyone got clay for wheat?
Other,gotwood4sheep,league 2 has 2 guys 3 girls apparently
Offer,william,i need 1 clay
Refusal,ljaybrad123,too precious...
Refusal,gotwood4sheep,nope
Other,tomas.kostan,no worries :D no worries :D
Counteroffer,gotwood4sheep,i will trade for ore
Refusal,ljaybrad123,"had no ore, sorry :("
Other,william,noooooo
Other,gotwood4sheep,street wars
Other,ljaybrad123,"william, you are wheatylicious over there"
Offer,gotwood4sheep,anyone got ore or wood or clay?
Other,gotwood4sheep,so much wheat you're getting bloated :D
Refusal,tomas.kostan,"none of those, sorry :("
Accept,ljaybrad123,i got some clay
Offer,tomas.kostan,tomas 1 clay for 1 sheep?
Counteroffer,ljaybrad123,need ore
Refusal,tomas.kostan,i has not enough
Refusal,gotwood4sheep,ok no trade then
Other,ljaybrad123,y'all have a lot of resource.  I have to admit I wouldn't weep if i saw a 7...
Offer,gotwood4sheep,anyone have a sheep?
Refusal,william,no sheep sorry
Accept,william,yes
Counteroffer,ljaybrad123,for 2 wheat?
Counteroffer,william,william 1 wheat
Refusal,ljaybrad123,no sry
Counteroffer,william,1 ore 1 wheat? 1 ore 1 wheat?
Accept,gotwood4sheep,k
Other,gotwood4sheep,hard bargains at this table! hard bargains at this table! hard bargains at this table! hard bargains at this table!
Other,ljaybrad123,Is this the theme we are setting?
Other,ljaybrad123,oh yes
Other,gotwood4sheep,what happened?
Other,william,"william, you are rich!"
Other,gotwood4sheep,lj you still want to trade now?
Other,ljaybrad123,haha
Other,gotwood4sheep,it just stopped my go...
Other,gotwood4sheep,oh hmm
Other,ljaybrad123,is there a time limit on turns?
Other,ljaybrad123,:(
Other,gotwood4sheep,apparently :p
Other,ljaybrad123,or did you hit done when you meant to be trading :.
Other,ljaybrad123,noope
Other,gotwood4sheep,oh well
Other,ljaybrad123,talk to Markus :D talk to Markus :D
Other,ljaybrad123,i will
Other,ljaybrad123,oooh
Other,william,i have loads of ore
Other,gotwood4sheep,later...
Offer,ljaybrad123,anyone want to trade a sheep or a clay for one of my wheat?
Refusal,william,nope
Refusal,tomas.kostan,no
Refusal,gotwood4sheep,no
Other,gotwood4sheep,kk! kk! kk!
Other,ljaybrad123,aww that 7 was 3 rolls late :)
Offer,gotwood4sheep,anyone have sheep for clay?
Refusal,william,none of those sorry :(
Counteroffer,tomas.kostan,just for ore
Refusal,william,no sry
Offer,ljaybrad123,can i get someone's clay for a wheat?
Other,gotwood4sheep,this is a long game guys....
Refusal,gotwood4sheep,no clay here sorry
Other,gotwood4sheep,yup
Other,ljaybrad123,bye bye steve zissou :(
Refusal,tomas.kostan,nope
Refusal,gotwood4sheep,no clay in here either no clay in here either
Other,gotwood4sheep,"sorry I said no clay, I was yupping lj"
Other,william,my bad for communicating with a yup :(
Other,tomas.kostan,kk
Offer,gotwood4sheep,anyone got some ore?
Refusal,william,nope sorry
Refusal,gotwood4sheep,no
Other,ljaybrad123,i was hoping for ore
Accept,gotwood4sheep,yep
Counteroffer,ljaybrad123,can offer wheat
Counteroffer,gotwood4sheep,for one wood? for one wood? for one wood?
Counteroffer,william,1 wood 2 wheat? 1 wood 2 wheat?
Other,tomas.kostan,dont do it
Offer,ljaybrad123,need ore for wheat need ore for wheat
Refusal,gotwood4sheep,no
Counteroffer,tomas.kostan,1 wood 4 wheat?
Other,gotwood4sheep,sry don't want to end this game :)
Other,ljaybrad123,lol
Other,gotwood4sheep,im confused
Other,ljaybrad123,gg all
Other,ljaybrad123,well done
Other,william,taht was close
Other,tomas.kostan,how?
Other,gotwood4sheep,congrats :)
Other,william,ty close game. battling those roads :D
Other,ljaybrad123,nice one
Other,gotwood4sheep,ill win next time :D
Other,ljaybrad123,not rolling a 7 there was a win for me
Other,gotwood4sheep,enjoy the film
Other,gotwood4sheep,it's been on 30mins
Other,gotwood4sheep,won't make it in time :D
Other,william,lucky they were free tickets
Other,gotwood4sheep,^^ they'll let you in won't they
Other,william,I'll speak to Markus about this 5th person who doesn't email
Other,gotwood4sheep,thx
Other,gotwood4sheep,"nah, I'll skip it.  It's a 15min walk to the cameo"
Other,tomas.kostan,I think we should ask for the reserve to swap in if we don't hear from them over the weekend
Other,gotwood4sheep,yeah i agree
Other,william,so we can get some games on next week maybe
Other,gotwood4sheep,see you next week then
Other,tomas.kostan,"for sure. thanks all, was fun!"
Other,gotwood4sheep,good game :) see you all next week
Other,gotwood4sheep,well played lj well played lj well played lj
Other,gotwood4sheep,close run
Other,gotwood4sheep,am off now - see you next week!!
Other,ljaybrad123,Hey LJ!
Other,ljaybrad123,hi :D
Other,gotwood4sheep,how are you?
Other,gotwood4sheep,having the best midsummer evar
Other,ljaybrad123,the longest day of rain of the year
Other,ljaybrad123,nice
Other,ljaybrad123,though technically it was yesterday
Other,gotwood4sheep,it fell on the 20th this year which was odd
Other,gotwood4sheep,"indeed, at least it was mostly sunny"
Other,gotwood4sheep,today has been driech
Other,ljaybrad123,"waiting on tomas now and william about 8.15, right?"
Other,ljaybrad123,yesh
Other,gotwood4sheep,how did tuesdays game go?
Other,ljaybrad123,"fine, pretty quick"
Other,ljaybrad123,gdgd
Other,gotwood4sheep,who won? who won?
Other,ljaybrad123,i deed
Other,ljaybrad123,nice
Other,gotwood4sheep,well done well done
Other,gotwood4sheep,lucky
Other,ljaybrad123,william kept rolling 7s whenever he was >7 resources
Other,gotwood4sheep,:(
Other,ljaybrad123,and more 8s came up than 6s when i only had 8s
Other,gotwood4sheep,we had soooo many 7s last game we had soooo many 7s last game
Other,ljaybrad123,lol annoyyying
Other,gotwood4sheep,i think 7 7s in a row
Other,gotwood4sheep,wow crazy wow crazy
Other,gotwood4sheep,come on tom
Other,ljaybrad123,where's he at
Other,gotwood4sheep,no idea...
Other,gotwood4sheep,how long shall we give him?
